TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
          21, 0.0363901752, 0.0994712600, 0.0000000000, 0.0000000000, 0.0000000000, 0.0207555941, 0.0994712600, 0.0363901752, 0.0000000000, 0.3658360731, -1.9943888342, 0.4724780422, 0.2139280630, 3.3973849159, 0.0000000000, 5.0000000000, 10.0000000000, 0.0217019500
          22, 0.0383868313, 0.0949028608, 0.0000000000, 0.0000000000, 0.0000000000, 0.0218907980, 0.0949028608, 0.0383868313, 0.0000000000, 0.4044855019, -1.9953910202, 0.4696543349, 0.2260732804, 3.3970986374, 0.0000000000, 5.0000000000, 10.0000000000, 0.0228973167
          23, 0.0391009293, 0.0902156082, 0.0000000000, 0.0000000000, 0.0000000000, 0.0223773338, 0.0902156082, 0.0391009293, 0.0000000000, 0.4334164566, -1.9973610235, 0.4686043066, 0.2375785202, 3.3957722597, 0.0000000000, 5.0000000000, 10.0000000000, 0.0240104833
          24, 0.0386255500, 0.0853443845, 0.0000000000, 0.0000000000, 0.0000000000, 0.0222289326, 0.0853443845, 0.0386255500, 0.0000000000, 0.4525845519, -2.0004802857, 0.4686177673, 0.2461823928, 3.3929643964, 0.0000000000, 5.0000000000, 10.0000000000, 0.0249406333
          25, 0.0370905811, 0.0802019403, 0.0000000000, 0.0000000000, 0.0000000000, 0.0214931074, 0.0802019403, 0.0370905811, 0.0000000000, 0.4624648854, -2.0045524639, 0.4695998872, 0.2522196346, 3.3889301692, 0.0000000000, 5.0000000000, 10.0000000000, 0.0259158333
          26, 0.0346312013, 0.0745670265, 0.0000000000, 0.0000000000, 0.0000000000, 0.0202541882, 0.0745670265, 0.0346312013, 0.0000000000, 0.4644304983, -2.0093942794, 0.4714541689, 0.2578332186, 3.3839980189, 0.0000000000, 5.0000000000, 10.0000000000, 0.0269356833
          27, 0.0314795395, 0.0682977415, 0.0000000000, 0.0000000000, 0.0000000000, 0.0186414196, 0.0682977415, 0.0314795395, 0.0000000000, 0.4609162589, -2.0151656269, 0.4736451704, 0.2656980212, 3.3780015367, 0.0000000000, 5.0000000000, 10.0000000000, 0.0279892500
          28, 0.0279866137, 0.0617911467, 0.0000000000, 0.0000000000, 0.0000000000, 0.0167926166, 0.0617911467, 0.0279866137, 0.0000000000, 0.4529227107, -2.0220605729, 0.4760132902, 0.2770984537, 3.3708221814, 0.0000000000, 5.0000000000, 10.0000000000, 0.0290125667
          29, 0.0244680852, 0.0555470321, 0.0000000000, 0.0000000000, 0.0000000000, 0.0148303836, 0.0555470321, 0.0244680852, 0.0000000000, 0.4404931146, -2.0297926797, 0.4792703878, 0.2897371648, 3.3630541712, 0.0000000000, 5.0000000000, 10.0000000000, 0.0299891000
          30, 0.0211063945, 0.0498012194, 0.0000000000, 0.0000000000, 0.0000000000, 0.0128413522, 0.0498012194, 0.0211063945, 0.0000000000, 0.4238128060, -2.0378444578, 0.4835911011, 0.3011165790, 3.3552806533, 0.0000000000, 5.0000000000, 10.0000000000, 0.0308978833
          31, 0.0179531689, 0.0445382382, 0.0000000000, 0.0000000000, 0.0000000000, 0.0108730684, 0.0445382382, 0.0179531689, 0.0000000000, 0.4030956226, -2.0458656122, 0.4884270500, 0.3110301786, 3.3477319106, 0.0000000000, 5.0000000000, 10.0000000000, 0.0319531500
          32, 0.0149985299, 0.0396626269, 0.0000000000, 0.0000000000, 0.0000000000, 0.0089492658, 0.0396626269, 0.0149985299, 0.0000000000, 0.3781527121, -2.0537988502, 0.4930438418, 0.3199137998, 3.3402796050, 0.0000000000, 5.0000000000, 10.0000000000, 0.0329573000
          33, 0.0122136536, 0.0350872416, 0.0000000000, 0.0000000000, 0.0000000000, 0.0070806767, 0.0350872416, 0.0122136536, 0.0000000000, 0.3480938675, -2.0616756092, 0.4969485959, 0.3278750510, 3.3327377164, 0.0000000000, 5.0000000000, 10.0000000000, 0.0339916500
          34, 0.0095704901, 0.0307486905, 0.0000000000, 0.0000000000, 0.0000000000, 0.0052722603, 0.0307486905, 0.0095704901, 0.0000000000, 0.3112487056, -2.0694728479, 0.4999000738, 0.3347360199, 3.3250340133, 0.0000000000, 5.0000000000, 10.0000000000, 0.0349807167
          35, 0.0070503762, 0.0265959774, 0.0000000000, 0.0000000000, 0.0000000000, 0.0035285100, 0.0265959774, 0.0070503762, 0.0000000000, 0.2650918249, -2.0770820188, 0.5018087214, 0.3402441918, 3.3172402146, 0.0000000000, 5.0000000000, 10.0000000000, 0.0359450500
          36, 0.0046472060, 0.0225686837, 0.0000000000, 0.0000000000, 0.0000000000, 0.0018574595, 0.0225686837, 0.0046472060, 0.0000000000, 0.2059139159, -2.0843051697, 0.5026773575, 0.3441851456, 3.3095770605, 0.0000000000, 5.0000000000, 10.0000000000, 0.0369803167
          37, 0.0023635101, 0.0185504698, 0.0000000000, 0.0000000000, 0.0000000000, 0.0002732076, 0.0185504698, 0.0023635101, 0.0000000000, 0.1274097177, -2.0908510592, 0.5026041249, 0.3464048472, 3.3024259860, 0.0000000000, 5.0000000000, 10.0000000000, 0.0378765500
          38, 0.0001801858, 0.0141267321, 0.0000000000, 0.0000000000, 0.0000000000, -0.0011995361, 0.0141267321, 0.0001801858, 0.0000000000, 0.0127549507, -2.0963744109, 0.5018196518, 0.3467850896, 3.2962797477, 0.0000000000, 5.0000000000, 10.0000000000, 0.0388487833
          39, -0.0016439825, 0.0099866459, 0.0000000000, 0.0000000000, 0.0000000000, -0.0024600141, 0.0099866459, -0.0016439825, 0.0000000000, -0.1646180780, -2.1006483143, 0.5006748450, 0.3450326996, 3.2914622992, 0.0000000000, 5.0000000000, 10.0000000000, 0.0398835667
          40, -0.0032351533, 0.0066088300, 0.0000000000, 0.0000000000, 0.0000000000, -0.0036305674, 0.0066088300, -0.0032351533, 0.0000000000, -0.4895198205, -2.1017952272, 0.5029912290, 0.3419704065, 3.2913230842, 0.0000000000, 5.0000000000, 10.0000000000, 0.0409009500
          41, -0.0046717477, 0.0030432676, 0.0000000000, 0.0000000000, 0.0000000000, -0.0046809194, 0.0030432676, -0.0046717477, 0.0000000000, -1.5351090743, -2.1015826305, 0.5057229231, 0.3394943988, 3.2931427562, 0.0000000000, 5.0000000000, 10.0000000000, 0.0419122500
          42, -0.0059340691, -0.0007040180, 0.0000000000, 0.0000000000, 0.0000000000, -0.0055889364, -0.0007040180, -0.0059340691, 0.0000000000, 8.4288599631, -2.1013836776, 0.5086062510, 0.3355839212, 3.2943956489, 0.0000000000, 5.0000000000, 10.0000000000, 0.0429146500
          43, -0.0070052750, -0.0045421883, 0.0000000000, 0.0000000000, 0.0000000000, -0.0063440366, -0.0045421883, -0.0070052750, 0.0000000000, 1.5422687213, -2.1008650522, 0.5115884543, 0.3305662469, 3.2957062811, 0.0000000000, 5.0000000000, 10.0000000000, 0.0439891833
          44, -0.0078684706, -0.0083776365, 0.0000000000, 0.0000000000, 0.0000000000, -0.0069391712, -0.0083776365, -0.0078684706, 0.0000000000, 0.9392232022, -2.0998336625, 0.5143386885, 0.3248119514, 3.2974432486, 0.0000000000, 5.0000000000, 10.0000000000, 0.0449752000
          45, -0.0085045510, -0.0121392236, 0.0000000000, 0.0000000000, 0.0000000000, -0.0073674183, -0.0121392236, -0.0085045510, 0.0000000000, 0.7005844243, -2.0981661264, 0.5165314439, 0.3185514032, 3.2998036212, 0.0000000000, 5.0000000000, 10.0000000000, 0.0459430000
          46, -0.0088935266, -0.0157894132, 0.0000000000, 0.0000000000, 0.0000000000, -0.0076219748, -0.0157894132, -0.0088935266, 0.0000000000, 0.5632588391, -2.0957247210, 0.5179707077, 0.3119471663, 3.3029658259, 0.0000000000, 5.0000000000, 10.0000000000, 0.0468203167
          47, -0.0090170634, -0.0193255505, 0.0000000000, 0.0000000000, 0.0000000000, -0.0076973640, -0.0193255505, -0.0090170634, 0.0000000000, 0.4665876622, -2.0923591101, 0.5185933475, 0.3051516324, 3.3071075502, 0.0000000000, 5.0000000000, 10.0000000000, 0.0477697667
          48, -0.0088608764, -0.0227743546, 0.0000000000, 0.0000000000, 0.0000000000, -0.0075905166, -0.0227743546, -0.0088608764, 0.0000000000, 0.3890725556, -2.0879388198, 0.5184379483, 0.2983332195, 3.3123717744, 0.0000000000, 5.0000000000, 10.0000000000, 0.0487664167
          49, -0.0084168600, -0.0261786791, 0.0000000000, 0.0000000000, 0.0000000000, -0.0073019370, -0.0261786791, -0.0084168600, 0.0000000000, 0.3215158411, -2.0823886950, 0.5176191607, 0.2916979715, 3.3188250346, 0.0000000000, 5.0000000000, 10.0000000000, 0.0497158333
          50, -0.0076851938, -0.0295797319, 0.0000000000, 0.0000000000, 0.0000000000, -0.0068370251, -0.0295797319, -0.0076851938, 0.0000000000, 0.2598128285, -2.0757087000, 0.5163182954, 0.2855211376, 3.3264363104, 0.0000000000, 5.0000000000, 10.0000000000, 0.0507207833
          51, -0.0066766722, -0.0329974989, 0.0000000000, 0.0000000000, 0.0000000000, -0.0062079288, -0.0329974989, -0.0066766722, 0.0000000000, 0.2023387348, -2.0679703377, 0.5147869473, 0.2801782136, 3.3350878967, 0.0000000000, 5.0000000000, 10.0000000000, 0.0516897000
          52, -0.0054150767, -0.0364156326, 0.0000000000, 0.0000000000, 0.0000000000, -0.0054352062, -0.0364156326, -0.0054150767, 0.0000000000, 0.1487019793, -2.0592964882, 0.5133449151, 0.2761462177, 3.3446068797, 0.0000000000, 5.0000000000, 10.0000000000, 0.0526177833
          53, -0.0039390850, -0.0397763989, 0.0000000000, 0.0000000000, 0.0000000000, -0.0045486465, -0.0397763989, -0.0039390850, 0.0000000000, 0.0990307103, -2.0498374829, 0.5123620602, 0.2739573231, 3.3547995319, 0.0000000000, 5.0000000000, 10.0000000000, 0.0535689167
          54, -0.0023010114, -0.0429795429, 0.0000000000, 0.0000000000, 0.0000000000, -0.0035868228, -0.0429795429, -0.0023010114, 0.0000000000, 0.0535373627, -2.0397565794, 0.5122231199, 0.2741145763, 3.3654714853, 0.0000000000, 5.0000000000, 10.0000000000, 0.0545347500
          55, -0.0005625859, -0.0458932849, 0.0000000000, 0.0000000000, 0.0000000000, -0.0025938127, -0.0458932849, -0.0005625859, 0.0000000000, 0.0122585672, -2.0292309292, 0.5132705220, 0.2769929051, 3.3764244846, 0.0000000000, 5.0000000000, 10.0000000000, 0.0555974833
          56, 0.0012245350, -0.0483114773, 0.0000000000, 0.0000000000, 0.0000000000, -0.0016143096, -0.0483114773, 0.0012245350, 0.0000000000, -0.0253466677, -2.0184626290, 0.5157403894, 0.2827662709, 3.3874399904, 0.0000000000, 5.0000000000, 10.0000000000, 0.0565096500
          57, 0.0030716486, -0.0497386077, 0.0000000000, 0.0000000000, 0.0000000000, -0.0006868312, -0.0497386077, 0.0030716486, 0.0000000000, -0.0617558224, -2.0077057019, 0.5196201792, 0.2913227426, 3.3982266278, 0.0000000000, 5.0000000000, 10.0000000000, 0.0575179000
          58, 0.0051585367, -0.0489269924, 0.0000000000, 0.0000000000, 0.0000000000, 0.0001628158, -0.0489269924, 0.0051585367, 0.0000000000, -0.1054333492, -1.9973375061, 0.5241729823, 0.3019985427, 3.4082436065, 0.0000000000, 5.0000000000, 10.0000000000, 0.0585455833
          59, 0.0076931544, -0.0447901626, 0.0000000000, 0.0000000000, 0.0000000000, 0.0009288138, -0.0447901626, 0.0076931544, 0.0000000000, -0.1717599120, -1.9879046115, 0.5266895032, 0.3130169481, 3.4163783487, 0.0000000000, 5.0000000000, 10.0000000000, 0.0595185000
          60, 0.0103656628, -0.0391529755, 0.0000000000, 0.0000000000, 0.0000000000, 0.0016190845, -0.0391529755, 0.0103656628, 0.0000000000, -0.2647477671, -1.9795327391, 0.5235232423, 0.3227592932, 3.4218505219, 0.0000000000, 5.0000000000, 10.0000000000, 0.0604508667
          61, 0.0127573387, -0.0338767308, 0.0000000000, 0.0000000000, 0.0000000000, 0.0021913385, -0.0338767308, 0.0127573387, 0.0000000000, -0.3765811628, -1.9719882276, 0.5182945875, 0.3324552164, 3.4257374317, 0.0000000000, 5.0000000000, 10.0000000000, 0.0614624167
          62, 0.0147124975, -0.0290796559, 0.0000000000, 0.0000000000, 0.0000000000, 0.0025473744, -0.0290796559, 0.0147124975, 0.0000000000, -0.5059378141, -1.9650533801, 0.5173912495, 0.3438406530, 3.4296011645, 0.0000000000, 5.0000000000, 10.0000000000, 0.0623643167
          63, 0.0161384233, -0.0255026550, 0.0000000000, 0.0000000000, 0.0000000000, 0.0026557064, -0.0255026550, 0.0161384233, 0.0000000000, -0.6328134571, -1.9582444641, 0.5225534245, 0.3584042221, 3.4346171399, 0.0000000000, 5.0000000000, 10.0000000000, 0.0633896500
          64, 0.0168870432, -0.0245498416, 0.0000000000, 0.0000000000, 0.0000000000, 0.0025660013, -0.0245498416, 0.0168870432, 0.0000000000, -0.6878677030, -1.9521936388, 0.5322366746, 0.3746848052, 3.4396243256, 0.0000000000, 5.0000000000, 10.0000000000, 0.0642730500
          65, 0.0169646254, -0.0258854026, 0.0000000000, 0.0000000000, 0.0000000000, 0.0022983956, -0.0258854026, 0.0169646254, 0.0000000000, -0.6553742165, -1.9472067094, 0.5436403525, 0.3893681580, 3.4436276519, 0.0000000000, 5.0000000000, 10.0000000000, 0.0653512333
          66, 0.0165242351, -0.0280864428, 0.0000000000, 0.0000000000, 0.0000000000, 0.0018475074, -0.0280864428, 0.0165242351, 0.0000000000, -0.5883349221, -1.9429287931, 0.5552536923, 0.4023554625, 3.4470370806, 0.0000000000, 5.0000000000, 10.0000000000, 0.0663712667
          67, 0.0157076341, -0.0300778176, 0.0000000000, 0.0000000000, 0.0000000000, 0.0012208097, -0.0300778176, 0.0157076341, 0.0000000000, -0.5222331706, -1.9395174010, 0.5666439222, 0.4141980602, 3.4496281161, 0.0000000000, 5.0000000000, 10.0000000000, 0.0672956667
          68, 0.0146163922, -0.0313924657, 0.0000000000, 0.0000000000, 0.0000000000, 0.0004445323, -0.0313924657, 0.0146163922, 0.0000000000, -0.4656019170, -1.9372962083, 0.5776232975, 0.4246072677, 3.4509385044, 0.0000000000, 5.0000000000, 10.0000000000, 0.0682982500
          69, 0.0133324350, -0.0319438702, 0.0000000000, 0.0000000000, 0.0000000000, -0.0004434533, -0.0319438702, 0.0133324350, 0.0000000000, -0.4173706870, -1.9363296626, 0.5880509067, 0.4333169701, 3.4509357001, 0.0000000000, 5.0000000000, 10.0000000000, 0.0692089333
          70, 0.0119303430, -0.0318177454, 0.0000000000, 0.0000000000, 0.0000000000, -0.0014011970, -0.0318177454, 0.0119303430, 0.0000000000, -0.3749587804, -1.9365197176, 0.5978452675, 0.4403480142, 3.4498392105, 0.0000000000, 5.0000000000, 10.0000000000, 0.0701557667
          71, 0.0104779951, -0.0311549925, 0.0000000000, 0.0000000000, 0.0000000000, -0.0023884513, -0.0311549925, 0.0104779951, 0.0000000000, -0.3363183333, -1.9377366371, 0.6069598888, 0.4458357564, 3.4478931050, 0.0000000000, 5.0000000000, 10.0000000000, 0.0711270000
          72, 0.0090337983, -0.0300856424, 0.0000000000, 0.0000000000, 0.0000000000, -0.0033710405, -0.0300856424, 0.0090337983, 0.0000000000, -0.3002694188, -1.9398544373, 0.6153453960, 0.4498964876, 3.4453060965, 0.0000000000, 5.0000000000, 10.0000000000, 0.0720848000
          73, 0.0076431839, -0.0287036658, 0.0000000000, 0.0000000000, 0.0000000000, -0.0043233798, -0.0287036658, 0.0076431839, 0.0000000000, -0.2662790150, -1.9427576634, 0.6229216022, 0.4525989163, 3.4422459324, 0.0000000000, 5.0000000000, 10.0000000000, 0.0730663667
          74, 0.0063363021, -0.0270628252, 0.0000000000, 0.0000000000, 0.0000000000, -0.0052292718, -0.0270628252, 0.0063363021, 0.0000000000, -0.2341330591, -1.9463437643, 0.6295758228, 0.4539807277, 3.4388451786, 0.0000000000, 5.0000000000, 10.0000000000, 0.0740558500
          75, 0.0051275180, -0.0251818270, 0.0000000000, 0.0000000000, 0.0000000000, -0.0060814812, -0.0251818270, 0.0051275180, 0.0000000000, -0.2036197756, -1.9505258693, 0.6351773140, 0.4540678474, 3.4352058492, 0.0000000000, 5.0000000000, 10.0000000000, 0.0749760500
          76, 0.0040167573, -0.0230527456, 0.0000000000, 0.0000000000, 0.0000000000, -0.0068805154, -0.0230527456, 0.0040167573, 0.0000000000, -0.1742420349, -1.9552329786, 0.6395983073, 0.4528845876, 3.4314057168, 0.0000000000, 5.0000000000, 10.0000000000, 0.0758849167
          77, 0.0029918050, -0.0206508366, 0.0000000000, 0.0000000000, 0.0000000000, -0.0076329079, -0.0206508366, 0.0029918050, 0.0000000000, -0.1448757276, -1.9604061278, 0.6427344498, 0.4504571194, 3.4275079361, 0.0000000000, 5.0000000000, 10.0000000000, 0.0768391333
          78, 0.0020313625, -0.0179444382, 0.0000000000, 0.0000000000, 0.0000000000, -0.0083491968, -0.0179444382, 0.0020313625, 0.0000000000, -0.1132029010, -1.9659906064, 0.6445256057, 0.4468167192, 3.4235746761, 0.0000000000, 5.0000000000, 10.0000000000, 0.0777682500
          79, 0.0011079168, -0.0149119083, 0.0000000000, 0.0000000000, 0.0000000000, -0.0090417679, -0.0149119083, 0.0011079168, 0.0000000000, -0.0742974536, -1.9719278316, 0.6449759154, 0.4420065797, 3.4196787655, 0.0000000000, 5.0000000000, 10.0000000000, 0.0787309167
          80, 0.0001885561, -0.0115695741, 0.0000000000, 0.0000000000, 0.0000000000, -0.0097222300, -0.0115695741, 0.0001885561, 0.0000000000, -0.0162975822, -1.9781461760, 0.6441766086, 0.4360935980, 3.4159150935, 0.0000000000, 5.0000000000, 10.0000000000, 0.0796095500
          81, -0.0007686122, -0.0080243265, 0.0000000000, 0.0000000000, 0.0000000000, -0.0103978806, -0.0080243265, -0.0007686122, 0.0000000000, 0.0957852558, -1.9845504122, 0.6423316508, 0.4291812106, 3.4124110158, 0.0000000000, 5.0000000000, 10.0000000000, 0.0805783667
          82, -0.0018179892, -0.0045231289, 0.0000000000, 0.0000000000, 0.0000000000, -0.0110683673, -0.0045231289, -0.0018179892, 0.0000000000, 0.4019317721, -1.9910074435, 0.6397604364, 0.4214090683, 3.4093290014, 0.0000000000, 5.0000000000, 10.0000000000, 0.0815440000
          83, -0.0030251203, -0.0014477882, 0.0000000000, 0.0000000000, 0.0000000000, -0.0117240373, -0.0014477882, -0.0030251203, 0.0000000000, 2.0894770174, -1.9973324161, 0.6368333157, 0.4129248557, 3.4068456820, 0.0000000000, 5.0000000000, 10.0000000000, 0.0825033000
          84, -0.0044512033, 0.0008131547, 0.0000000000, 0.0000000000, 0.0000000000, -0.0123489680, 0.0008131547, -0.0044512033, 0.0000000000, -5.4739929890, -2.0032925300, 0.6337882058, 0.4038478231, 3.4050808441, 0.0000000000, 5.0000000000, 10.0000000000, 0.0835063333
          85, -0.0061289195, 0.0020655000, 0.0000000000, 0.0000000000, 0.0000000000, -0.0129275052, 0.0020655000, -0.0061289195, 0.0000000000, -2.9672812931, -2.0086702174, 0.6305051701, 0.3942911428, 3.4039716379, 0.0000000000, 5.0000000000, 10.0000000000, 0.0844192667
          86, -0.0080476145, 0.0024243260, 0.0000000000, 0.0000000000, 0.0000000000, -0.0134491466, 0.0024243260, -0.0080476145, 0.0000000000, -3.3195264735, -2.0133880647, 0.6264550050, 0.3844256893, 3.4031590265, 0.0000000000, 5.0000000000, 10.0000000000, 0.0853974000
          87, -0.0101578584, 0.0022638722, 0.0000000000, 0.0000000000, 0.0000000000, -0.0139084944, 0.0022638722, -0.0101578584, 0.0000000000, -4.4869398068, -2.0175758847, 0.6209731429, 0.3744402087, 3.4020466750, 0.0000000000, 5.0000000000, 10.0000000000, 0.0863551667
          88, -0.0123887117, 0.0020543637, 0.0000000000, 0.0000000000, 0.0000000000, -0.0143018923, 0.0020543637, -0.0123887117, 0.0000000000, -6.0304374278, -2.0214664969, 0.6136813228, 0.3643935611, 3.4000774914, 0.0000000000, 5.0000000000, 10.0000000000, 0.0873370167
          89, -0.0146666833, 0.0021911034, 0.0000000000, 0.0000000000, 0.0000000000, -0.0146239491, 0.0021911034, -0.0146666833, 0.0000000000, -6.6937430172, -2.0251872327, 0.6047817754, 0.3542025542, 3.3970623886, 0.0000000000, 5.0000000000, 10.0000000000, 0.0883689333
          90, -0.0169270815, 0.0028980822, 0.0000000000, 0.0000000000, 0.0000000000, -0.0148663449, 0.0028980822, -0.0169270815, 0.0000000000, -5.8407872969, -2.0286558873, 0.5950259826, 0.3438826830, 3.3932616459, 0.0000000000, 5.0000000000, 10.0000000000, 0.0893593000
          91, -0.0191168599, 0.0042295965, 0.0000000000, 0.0000000000, 0.0000000000, -0.0150187651, 0.0042295965, -0.0191168599, 0.0000000000, -4.5197833275, -2.0316578032, 0.5854058664, 0.3338042075, 3.3891620264, 0.0000000000, 5.0000000000, 10.0000000000, 0.0903628167
