TITLE = "Visualization of the surface solution"
VARIABLES = "x","y","Conservative_1","Conservative_2","Conservative_3","Conservative_4","Pressure","Temperature","Pressure_Coefficient","Mach"
ZONE NODES= 200, ELEMENTS= 200, DATAPACKING=POINT, ZONETYPE=FELINESEG
9.997500e-01	-3.632897e-05	1.304729e+00	1.841227e+02	2.464959e+01	2.947366e+05	1.126049e+05	3.006540e+02	4.568618e-01	4.096018e-01	
9.990000e-01	-1.452538e-04	1.289708e+00	1.920862e+02	2.735044e+01	2.916288e+05	1.108138e+05	2.993179e+02	3.843181e-01	4.337584e-01	
9.977600e-01	-3.251112e-04	1.280783e+00	1.986910e+02	2.857558e+01	2.898665e+05	1.096544e+05	2.982502e+02	3.373619e-01	4.526983e-01	
9.960200e-01	-5.769984e-04	1.273307e+00	2.040141e+02	2.937423e+01	2.883969e+05	1.086856e+05	2.973510e+02	2.981240e-01	4.682730e-01	
9.937800e-01	-9.004365e-04	1.267247e+00	2.082211e+02	3.005469e+01	2.871915e+05	1.078915e+05	2.965899e+02	2.659594e-01	4.808549e-01	
9.910500e-01	-1.293364e-03	1.262261e+00	2.118891e+02	3.051447e+01	2.861986e+05	1.072182e+05	2.959030e+02	2.386878e-01	4.918053e-01	
9.878400e-01	-1.753610e-03	1.257783e+00	2.149864e+02	3.085935e+01	2.852906e+05	1.066155e+05	2.952874e+02	2.142784e-01	5.012595e-01	
9.841300e-01	-2.283177e-03	1.253818e+00	2.177352e+02	3.112282e+01	2.844773e+05	1.060741e+05	2.947170e+02	1.923510e-01	5.097234e-01	
9.799500e-01	-2.876826e-03	1.250258e+00	2.201780e+02	3.132213e+01	2.837322e+05	1.055810e+05	2.941823e+02	1.723791e-01	5.173302e-01	
9.752800e-01	-3.536324e-03	1.247037e+00	2.223805e+02	3.146034e+01	2.830474e+05	1.051289e+05	2.936792e+02	1.540685e-01	5.242457e-01	
9.701500e-01	-4.256269e-03	1.244108e+00	2.243719e+02	3.154844e+01	2.824137e+05	1.047125e+05	2.932044e+02	1.372010e-01	5.305514e-01	
9.645400e-01	-5.038225e-03	1.241435e+00	2.261874e+02	3.159020e+01	2.818249e+05	1.043270e+05	2.927542e+02	1.215888e-01	5.363385e-01	
9.584700e-01	-5.878077e-03	1.238980e+00	2.278525e+02	3.159064e+01	2.812761e+05	1.039688e+05	2.923272e+02	1.070799e-01	5.416773e-01	
9.519400e-01	-6.774429e-03	1.236715e+00	2.293882e+02	3.155321e+01	2.807631e+05	1.036348e+05	2.919215e+02	9.355077e-02	5.466254e-01	
9.449600e-01	-7.724467e-03	1.234614e+00	2.308166e+02	3.148262e+01	2.802818e+05	1.033217e+05	2.915351e+02	8.087103e-02	5.512448e-01	
9.375400e-01	-8.725349e-03	1.232653e+00	2.321552e+02	3.138198e+01	2.798295e+05	1.030273e+05	2.911668e+02	6.894760e-02	5.555841e-01	
9.296900e-01	-9.774221e-03	1.230811e+00	2.334203e+02	3.125464e+01	2.794034e+05	1.027491e+05	2.908151e+02	5.767997e-02	5.596913e-01	
9.214000e-01	-1.087086e-02	1.229071e+00	2.346267e+02	3.110414e+01	2.790013e+05	1.024851e+05	2.904787e+02	4.698832e-02	5.636086e-01	
9.127000e-01	-1.200973e-02	1.227424e+00	2.357866e+02	3.093170e+01	2.786227e+05	1.022343e+05	2.901565e+02	3.682962e-02	5.673677e-01	
